COMID,min,max,mean,median
71030202,1119.90002441406,1293.30004882812,1185.63256835938,1181.35113647191
71030231,1605.20007324219,2733.5,2029.00439453125,2039.07617688267
71030243,1639.09997558594,2269,1812.99682617188,1766.65411571341
71030265,1169.59997558594,1265.5,1188.21716308594,1180.85280467478
71030270,1795,3105,2220.19140625,2205.19687365254
71030287,1486.59997558594,2852.60009765625,2025.60815429688,1974.15106556749
71030292,1317.09997558594,1888.5,1515.36157226562,1503.41101575167
71030302,1641.59997558594,2767.90014648438,2098.53247070312,2116.50409267569
71030308,1390.59997558594,3130.5,1994.841796875,1995.21358151557
71030313,1198.80004882812,1293.70007324219,1249.98913574219,1247.92868126278
71030314,1133.59997558594,1356.59997558594,1261.89221191406,1262.54907287498
71030390,1894.40002441406,3204.30004882812,2190.22485351562,2072.42705473083
71030418,1637.70007324219,3004.30004882812,2218.73876953125,2241.74988174349
71030428,1283.80004882812,1685.59997558594,1400.28308105469,1372.91986957244
71030431,1300.09997558594,3073.40014648438,1961.94750976562,1943.73524029802
71030460,1329.59997558594,2310.90014648438,1691.78723144531,1686.82161303504
71030474,1457.90002441406,2978.80004882812,1982.19567871094,1945.8768948469
71030527,1633.5,3014.30004882812,2251.64038085938,2241.95284793702
71030563,1565.59997558594,2895.10009765625,2209.296875,2248.27783561997
71030588,1288.80004882812,1700.5,1424.21813964844,1421.57271368235
71030626,1302.5,2742.40014648438,1934.48950195312,1917.20353019747
71030660,1189.70007324219,1834.30004882812,1417.62121582031,1392.02918070476
71030690,1471.90002441406,2900.10009765625,2162.76440429688,2210.4819220421
71030703,1287.09997558594,1543.90002441406,1383.27661132812,1379.20888765776
71030716,1192.09997558594,1436.90002441406,1298.19580078125,1296.36076552011
71030717,1304.59997558594,2791.5,1974.51135253906,2044.53602061558
71030749,1087.30004882812,1274.40002441406,1189.248046875,1189.3129718415
71030774,1380.20007324219,2842,1954.20715332031,1898.35415063374
71030784,1735.40002441406,2880.40014648438,2190.63403320312,2181.75317321511
71030831,1207.30004882812,1717.40002441406,1426.34350585938,1387.11211598322
71030835,1233,2607.90014648438,1779.82641601562,1734.00436185907
71030838,1735.09997558594,3275.80004882812,2256.60888671875,2200.72854383028
71030896,1641.59997558594,2955.80004882812,2289.01611328125,2310.45042545922
71030906,1201.40002441406,1643.20007324219,1390.59094238281,1377.76409532702
71030944,1432.90002441406,2828.30004882812,2028.53344726562,2050.23391476019
71030950,1329.40002441406,2936.30004882812,1950.75830078125,1976.06962415646
71031068,1155.70007324219,1566.59997558594,1331.52478027344,1336.77754921201
71031077,1430.90002441406,2390.10009765625,1614.65344238281,1576.60837838685
71031094,1582.40002441406,2978.5,2223.4140625,2196.24379149061
71031120,1430.5,3122.40014648438,2056.42236328125,2041.53665527824
71031130,1222,1504.70007324219,1357.90161132812,1359.33111697602
71031155,1201.90002441406,1352.09997558594,1307.947265625,1308.53354253354
71031177,1470.59997558594,3148,1901.775390625,1887.16877865775
71031181,1154,1641.40002441406,1353.96643066406,1348.84292413725
71031215,1267.90002441406,1350.30004882812,1301.49621582031,1301.39898964272
71031267,1201.20007324219,1332.5,1281.84936523438,1280.92887263449
71031276,1205.09997558594,1300.70007324219,1260.92797851562,1261.86942931582
71031279,1349.90002441406,2197.19995117188,1592.45202636719,1579.52973301914
71031296,1568,2975.19995117188,2203.375,2212.94103442029
71031303,1266.5,1384.30004882812,1317.22229003906,1318.32529146594
71031359,1498.80004882812,3527.5,2279.955078125,2237.67894284864
71031397,1638.5,2975.19995117188,2180.71362304688,2138.05589964253
71031414,1133.70007324219,1368.09997558594,1254.17956542969,1248.63282086695
71031429,1848,3089.69995117188,2355.89111328125,2354.60915371601
71031431,1140.59997558594,1568.20007324219,1334.28991699219,1326.05615634821
71031478,1446.90002441406,2392.90014648438,1625.69982910156,1605.81251109968
71031489,1558.5,2764.40014648438,1859.64453125,1781.85033582772
71031502,1717.70007324219,3054.30004882812,2356.85180664062,2349.93499893333
71031503,1520.59997558594,3527.5,2314.30346679688,2257.40255130685
71031506,1416.70007324219,3082.10009765625,2249.58129882812,2255.65048737584
71031524,1273.30004882812,1656.5,1429.52258300781,1412.10728879787
71031528,1066.20007324219,1641.40002441406,1267.17785644531,1251.59253041001
71031529,1846.59997558594,3023.19995117188,2330.275390625,2314.16361177287
71031561,1831.5,3222.69995117188,2375.75805664062,2395.52477337299
71031569,1825,3034.90014648438,2269.6611328125,2250.04463515799
71031594,1557.90002441406,2916.10009765625,2072.50561523438,2079.60258363586
71031611,1279.20007324219,1688.30004882812,1477.5947265625,1477.65556043968
71031640,1133.59997558594,1284.20007324219,1218.80029296875,1217.5965832786
71031642,1716.09997558594,3125.80004882812,2346.85766601562,2353.15166710023
71031643,1536.09997558594,3424.19995117188,2289.58325195312,2248.97056243533
71031654,1514.80004882812,3051.19995117188,2210.85766601562,2274.39753872322
71031687,1768,3038.90014648438,2453.431640625,2528.79425305341
71031719,1831.90002441406,3222.69995117188,2375.38061523438,2377.12706325534
71031739,1279.20007324219,1900.09997558594,1512.77856445312,1505.25534470389
71031769,1735.40002441406,2918.60009765625,2231.13598632812,2208.13862896479
71031785,1506.59997558594,2386.60009765625,1709.03540039062,1681.06175378347
71031838,1764.70007324219,3112.69995117188,2369.0224609375,2362.92324565881
71031849,1805.90002441406,3007,2300.95068359375,2302.30265380923
71031850,1889.90002441406,3302.40014648438,2425.44653320312,2425.27483561718
71031855,1511.09997558594,2437.40014648438,1712.50134277344,1688.35825904797
71031856,1463.70007324219,2902,1828.71337890625,1756.34150069876
71031863,1323.5,1775.40002441406,1474.80395507812,1464.59651887435
71031870,1629.09997558594,2968,2099.09057617188,2076.6210241328
71031893,1554.09997558594,3123.69995117188,2115.14819335938,2102.15454339782
71031911,1629.09997558594,2749.10009765625,1952.90563964844,1941.10672956834
71031922,1885.09997558594,3063.5,2377.79809570312,2373.07222763644
71031931,1075.40002441406,1212,1136.7373046875,1132.99031217812
71031965,1147.90002441406,1378.70007324219,1286.87463378906,1281.1018985945
71031968,1801.5,3125.80004882812,2310.1865234375,2279.2381030713
71031975,1308.80004882812,1495.09997558594,1430.52783203125,1434.03554841205
71031986,1874.59997558594,3008.30004882812,2264.52709960938,2238.22510562794
71032024,1185.09997558594,1477,1342.93566894531,1338.6280029297
71032048,1322.59997558594,1699.30004882812,1430.19226074219,1426.67417556942
71032073,1952.59997558594,3302.40014648438,2341.48291015625,2282.62080915441
71032089,1123.80004882812,1284.70007324219,1215.52661132812,1218.12198681269
71032090,1550.09997558594,2776.40014648438,2050.00048828125,2025.65367088593
71032095,1058.30004882812,1250.90002441406,1150.54284667969,1147.22224320382
71032102,1795,3105.90014648438,2301.712890625,2273.80992527541
71032106,1952.59997558594,3150.10009765625,2551.55322265625,2611.00081545956
71032109,1163.5,1407.20007324219,1286.85974121094,1282.54794708927
71032117,1885.09997558594,2923.69995117188,2329.7841796875,2301.65488002775
71032185,1745.40002441406,3243.5,2341.05493164062,2395.88322349935
71032200,1053.09997558594,1133.20007324219,1089.17126464844,1088.06313338865
71032217,1789.09997558594,3294.40014648438,2360.5859375,2351.59111440353
71032233,1811.5,3089.90014648438,2387.96728515625,2392.26913490292
71032259,1429.5,1908,1670.74560546875,1670.7926179856
71032265,1316.20007324219,1537.30004882812,1384.33959960938,1371.50717433434
71032269,1854.30004882812,3150.10009765625,2438.2578125,2419.21247490753
71032287,1737.90002441406,2941.40014648438,2295.20458984375,2261.56526989982
71032292,1867.40002441406,3313.60009765625,2506.07543945312,2512.32785296247
71032377,1041.20007324219,1183.90002441406,1111.68859863281,1111.92880286059
71032379,1033.5,1102.70007324219,1069.05810546875,1068.67536949881
71032380,1589.20007324219,2812.10009765625,2024.13269042969,2015.02795963374
71032409,1871.09997558594,3313.60009765625,2392.701171875,2388.51424438774
71032422,1819.5,3101.19995117188,2376.79541015625,2375.15286050819
71032440,1822.09997558594,3081.80004882812,2310.70532226562,2298.91286583969
71032455,1470.20007324219,2284.19995117188,1740.064453125,1728.07575098787
71032479,1142.80004882812,1346.59997558594,1221.24340820312,1216.909154057
71032486,1075.40002441406,1238.40002441406,1183.05847167969,1186.06815733818
71032492,1175.30004882812,1435.40002441406,1291.15979003906,1279.83234804823
71032531,1265.09997558594,1638,1390.89953613281,1389.56881891076
71032535,1415.80004882812,1969.59997558594,1665.82446289062,1672.58801403467
71032574,1769.20007324219,3140.40014648438,2415.99145507812,2435.84922419348
71032580,1685.80004882812,3008.90014648438,2325.90698242188,2331.20019873414
71032602,1726.5,3011.60009765625,2355.48120117188,2361.12542194024
71032618,1280.59997558594,1469.30004882812,1389.86633300781,1386.06804455642
71032632,1279.70007324219,1978.30004882812,1481.56408691406,1449.20356768074
71032649,1015.20001220703,1153.59997558594,1092.3623046875,1091.37348315558
71032673,1112.09997558594,1315.30004882812,1175.29431152344,1167.77016058469
71032682,1330.80004882812,2484.10009765625,1624.78503417969,1603.84529627205
71032683,1606.09997558594,3008.90014648438,2245.00512695312,2234.10116383887
71032795,1170.40002441406,1466.80004882812,1299.09045410156,1271.17700078689
71032802,1562.80004882812,2992.80004882812,2186.19653320312,2176.05229152246
71032804,959.400024414062,1083.5,1031.16870117188,1030.61169567258
71032823,1119.90002441406,1277.80004882812,1176.44213867188,1164.48428587926
71032838,1554.80004882812,2544.19995117188,2035.56726074219,2049.7488945547
71032842,948.400024414062,1058.59997558594,1013.90399169922,1019.44366118581
71032859,1278.59997558594,1662.20007324219,1410.06884765625,1400.50006210629
71032896,1170.40002441406,1480.59997558594,1284.61560058594,1251.77981355189
71032903,975.299987792969,1187.59997558594,1079.33679199219,1080.67751959997
71032914,1276.09997558594,1533.70007324219,1397.53857421875,1393.54494941588
71032972,1170,1497.5,1262.45764160156,1244.97513039375
71032973,1331,2542.80004882812,1664.36791992188,1652.36236113139
71033026,1258.09997558594,1795,1418.01477050781,1403.51301712064
71033035,1050,1240.70007324219,1161.81848144531,1165.74184440345
71033120,1226.59997558594,2008.90002441406,1518.0458984375,1492.8264485503
71033126,954.700012207031,1058.59997558594,1020.03387451172,1025.45158181004
71033183,954.700012207031,1031.5,995.597229003906,994.914820206577
71033247,980.299987792969,1129.80004882812,1049.70788574219,1046.45553812752
71033313,942.600036621094,1030,979.706726074219,980.505112003548
71033318,929,1016.29998779297,971.372619628906,969.703613277576
71033334,1105.80004882812,1365.40002441406,1233.83251953125,1228.67071849711
71033362,1000.40002441406,1158.59997558594,1091.20263671875,1093.54214576074
71033367,929,1010.29998779297,965.799560546875,966.240827927899
71034975,1030.5,1163.40002441406,1091.88671875,1096.43288871803
71035002,1095.90002441406,1391.30004882812,1177.3623046875,1166.43321844793
71035044,1132.80004882812,1408.5,1221.57568359375,1216.03086954531
71035105,1175.80004882812,1512.09997558594,1303.45715332031,1304.86765162325
71035129,1248.30004882812,1561.5,1337.25561523438,1334.03298045192
71035166,1283.20007324219,1583.59997558594,1377.61401367188,1365.1836461377
71035238,1397.90002441406,2743.60009765625,1913.24890136719,1916.8378226371
71035289,1437,2935.90014648438,1684.833984375,1560.0075240502
71035337,1477.20007324219,2940.10009765625,1798.9306640625,1655.56188387784
71035349,1140.59997558594,1277.70007324219,1189.88330078125,1187.08996903782
71035360,1523.30004882812,2171.80004882812,1661.74304199219,1591.52925710478
71035362,1335.80004882812,2198.90014648438,1570.43249511719,1511.10315524869
71035480,1454.30004882812,2733.19995117188,1826.10046386719,1759.14935420024
71035677,1498.90002441406,2761.80004882812,1840.15771484375,1815.75380827539
71035692,1535.09997558594,3040.30004882812,1979.58923339844,1920.46852941234
71035771,1612.5,2974.30004882812,2056.82934570312,2064.40525447103
71035810,1162.90002441406,1496.40002441406,1289.54455566406,1284.73203525254
71035831,1695.70007324219,1719,1698.15002441406,1695.86846585561
71035895,1588.90002441406,2767.90014648438,1989.59729003906,1957.55665698734
71035930,1163.70007324219,1456.59997558594,1249.98486328125,1240.25031711281
71035946,1667.20007324219,2683.60009765625,1863.81958007812,1727.07785225476
71035979,1695.80004882812,2854.10009765625,1934.14282226562,1844.48833638476
71036085,1287.70007324219,1609.59997558594,1423.18188476562,1417.53637665899
71036096,1696.40002441406,2682.69995117188,1827.92370605469,1767.20021480395
71036098,1455.20007324219,2486.10009765625,1796.92858886719,1764.23941406251
71036132,1649.30004882812,1971.20007324219,1770.35192871094,1755.1564891525
71036170,1665.30004882812,2813.69995117188,2059.23583984375,2053.63796811641
71036194,1228.09997558594,1472.5,1304.09802246094,1289.5866055974
71036211,1667.40002441406,3110.69995117188,2025.33605957031,1981.94850531497
71036250,1498.90002441406,1906.59997558594,1641.47680664062,1619.25709496476
71036324,1705.5,2743.40014648438,2006.3828125,1951.70600085767
71036389,1704.70007324219,2922.19995117188,2156.33056640625,2156.80424408361
71036422,1323.20007324219,1670.59997558594,1436.3017578125,1429.70568411692
71036466,1660.09997558594,2386.40014648438,1914.75219726562,1900.43260283329
71037058,1658.09997558594,2525.40014648438,2047.58422851562,2048.0509240859
71037075,1739.20007324219,2827.60009765625,2037.26818847656,2020.00960410789
71037191,1737,2856.69995117188,2061.3447265625,2026.02571863897
71037229,1253.80004882812,1742.70007324219,1412.36254882812,1400.51058407411
71037254,1650.30004882812,2507,2045.75805664062,2025.73010893457
71037321,1308.20007324219,2507,1676.70764160156,1620.24244969302
71037334,1557,2965.80004882812,1917.17199707031,1894.69589954506
71037400,1253.80004882812,1817.90002441406,1430.82836914062,1399.93888761284
71037433,1557,2965.80004882812,2045.04248046875,1947.67426777236
71037546,1227.20007324219,1481.09997558594,1312.17041015625,1302.32660484315
71037612,1308.20007324219,1653.70007324219,1405.78796386719,1380.71656033852
71037682,1588.5,2859.19995117188,1966.6044921875,1905.26944475401
71037762,1660.90002441406,2816.90014648438,2064.75537109375,2029.12080886553
71037815,1175.80004882812,1599.70007324219,1351.95751953125,1345.84879815503
71037856,1335.80004882812,2759.5,1862.3818359375,1842.96717924772
71037879,1407.70007324219,2149.30004882812,1646.17236328125,1591.37258723668
71037949,1323.20007324219,1911.70007324219,1517.96142578125,1508.20308512501
71037968,1097.90002441406,1380.09997558594,1189.88488769531,1177.98580906963
71037977,1745.59997558594,3111.80004882812,2234.63500976562,2211.50372603568
71037990,1409.70007324219,2399.40014648438,1701.91650390625,1648.14395715112
71038014,1745.59997558594,3100.60009765625,2211.35498046875,2179.60346943275
71038064,1250,1689.90002441406,1420.17260742188,1401.8685013489
71038127,1698,3399,2482.4521484375,2523.77763965548
71038233,1667.40002441406,2939.30004882812,2033.47912597656,1954.40841475604
71038278,1609.5,3000.80004882812,2135.18139648438,2134.10362607577
71038383,1698,3173.5,2323.51611328125,2338.91742801394
71038637,1755.70007324219,3372.80004882812,2173.69262695312,2137.3784055741
71038722,1667.20007324219,3286.40014648438,2224.55297851562,2200.20823934994
71038826,1755.70007324219,2953,2232.68676757812,2252.10204285464
71038844,1695.70007324219,3120.30004882812,2200.19848632812,2162.47515870565
71038890,1538.30004882812,2948.40014648438,2142.06884765625,2137.30478980675
71038901,1476.59997558594,3025.69995117188,2184.2861328125,2202.98796668919
71038946,1523.30004882812,3117.19995117188,2200.40771484375,2181.42815132963
71038961,1767.09997558594,3604.40014648438,2248.50927734375,2213.87313672533
71039048,1696.40002441406,2961.60009765625,2255.6630859375,2248.97314141675
71039109,1768.90002441406,3005,2300.85888671875,2301.15115681049
71039121,1437,3117.19995117188,2161.26342773438,2181.50331302478
71039250,1395,2539.40014648438,1912.74743652344,1912.55263272008
71039266,1695.70007324219,3117.19995117188,2121.2294921875,2102.45339098375
